"No.","CV[V]","Z[ohm]","OFF"
"1","1.000","355.2957E+00",""
"2","1.000","355.2807E+00",""
"3","1.000","355.2827E+00",""
"4","1.000","355.3010E+00",""
"5","1.000","355.2592E+00",""
"6","1.000","355.2510E+00",""
"7","1.000","355.2479E+00",""
"8","1.000","355.2094E+00",""
"9","1.000","355.2435E+00",""
"10","1.000","355.3031E+00",""
"11","1.000","355.3030E+00",""
"12","1.000","355.2903E+00",""
"13","1.000","355.2803E+00",""
"14","1.000","355.2539E+00",""
"15","1.000","355.3214E+00",""
"16","1.000","355.3633E+00",""
"17","1.000","355.3723E+00",""
"18","1.000","355.3620E+00",""
"19","1.000","355.4050E+00",""
"20","1.000","355.3999E+00",""
"21","1.000","355.4084E+00",""
"22","1.000","355.4298E+00",""
"23","1.000","355.4736E+00",""
"24","1.000","355.5010E+00",""
"25","1.000","355.4912E+00",""
"26","1.000","355.4814E+00",""
"27","1.000","355.5168E+00",""
"28","1.000","355.5418E+00",""
"29","1.000","355.5346E+00",""
"30","1.000","355.5631E+00",""
"31","1.000","355.5819E+00",""
"32","1.000","355.6055E+00",""
"33","1.000","355.6171E+00",""
"34","1.000","355.6552E+00",""
"35","1.000","355.6451E+00",""
"36","1.000","355.6598E+00",""
"37","1.000","355.6722E+00",""
"38","1.000","355.6892E+00",""
"39","1.000","355.6836E+00",""
"40","1.000","355.6556E+00",""
"41","1.000","355.7022E+00",""
"42","1.000","355.7125E+00",""
"43","1.000","355.7225E+00",""
"44","1.000","355.7413E+00",""
"45","1.000","355.7179E+00",""
"46","1.000","355.7229E+00",""
"47","1.000","355.7093E+00",""
"48","1.000","355.7567E+00",""
"49","1.000","355.7490E+00",""
"50","1.000","355.7669E+00",""
"51","1.000","355.7501E+00",""
"52","1.000","355.7515E+00",""
"53","1.000","355.7616E+00",""
"54","1.000","355.7583E+00",""
"55","1.000","355.7932E+00",""
"56","1.000","355.7466E+00",""
"57","1.000","355.7518E+00",""
"58","1.000","355.7785E+00",""
"59","1.000","355.7732E+00",""
"60","1.000","355.7658E+00",""
"61","1.000","355.8092E+00",""
"62","1.000","355.7596E+00",""
"63","1.000","355.7765E+00",""
